player_id,player,position,team,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_sacked,pass_sacked_yds,pass_long,pass_rating,rush_att,rush_yds,rush_td,rush_long,targets,rec,rec_yds,rec_td,rec_long,fumbles_lost,rush_yac,rec_yac,rec_drops
BrowAJ00,A.J. Brown,WR,TEN,0,2,0,0,0,0,0,0,6.092307692307693,2,10,0,7,105,63,869,5,315,0,4,248,8
GreeA.00,A.J. Green,WR,ARI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,92,54,848,3,434,0,0,181,5
FullAa01,Aaron Fuller,WR,SEA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
HumpAd00,Adam Humphries,WR,WAS,0,0,0,0,0,0,0,0,0.0,0,0,0,0,62,41,383,0,193,0,0,150,3
ThieAd00,Adam Thielen,WR,MIN,0,0,0,0,0,0,0,0,0.0,1,2,0,2,95,67,726,10,274,0,2,239,1
WilsAl02,Albert Wilson,WR,MIA,0,1,0,0,0,1,1,0,2.8285714285714287,4,17,0,14,39,25,213,0,141,0,20,143,4
BachAl00,Alex Bachman,WR,NYG,0,0,0,0,0,0,0,0,0.0,1,-3,0,0,0,0,0,0,0,0,0,0,0
EricAl01,Alex Erickson,WR,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,3,55,0,55,0,0,30,0
LazaAl00,Allen Lazard ,WR,GNB,0,0,0,0,0,0,0,0,0.0,3,32,0,14,60,40,513,8,288,0,3,168,1
RobiAl02,Allen Robinson,WR,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,66,38,410,1,198,0,0,101,2
CoopAm00,Amari Cooper,WR,DAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,104,68,865,8,342,0,0,235,3
RodgAm00,Amari Rodgers,WR,GNB,0,0,0,0,0,0,0,0,0.0,1,11,0,11,8,4,45,0,45,0,5,24,1
StxxAm00,Amon-Ra St. Brown,WR,DET,0,0,0,0,0,0,0,0,0.0,7,61,1,26,119,90,912,5,318,0,34,424,1
RobeAn00,Andre Roberts,WR,HOU,0,0,0,0,0,0,0,0,0.0,3,19,0,9,2,1,35,0,35,1,3,16,0
IsabAn00,Andy Isabella,WR,ARI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,13,0,13,0,0,7,0
MillAn02,Anthony Miller,WR,HOU,0,0,0,0,0,0,0,0,0.0,0,0,0,0,12,6,25,1,15,0,0,10,0
SchwAn00,Anthony Schwartz,WR,CLE,0,0,0,0,0,0,0,0,0.0,6,39,0,17,23,10,135,1,99,0,3,10,1
WeslAn01,Antoine Wesley,WR,ARI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,32,19,208,3,119,0,0,61,1
BrowAn04,Antonio Brown,WR,TAM,0,0,0,0,0,0,0,0,0.0,1,6,0,6,62,42,545,4,223,0,1,190,2
GandAn00,Antonio Gandy-Golden,WR,WAS,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
DuliAs00,Ashton Dulin,WR,IND,0,0,0,0,0,0,0,0,0.0,3,32,0,37,22,13,173,2,171,0,5,50,2
TateAu00,Auden Tate,WR,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,3,39,1,39,0,0,21,0
SkowBe00,Ben Skowronek,WR,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,20,11,133,0,92,0,0,53,3
CookBr00,Brandin Cooks,WR,HOU,0,0,0,0,0,0,0,0,0.0,2,21,0,16,134,90,1037,6,402,0,6,357,5
AiyuBr00,Brandon Aiyuk,WR,SFO,0,0,0,0,0,0,0,0,0.0,5,17,0,8,84,56,826,5,375,1,8,347,4
PoweBr00,Brandon Powell,WR,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZylsBr00,Brandon Zylstra,WR,CAR,0,1,0,0,0,0,0,0,3.0461538461538464,0,0,0,0,25,18,250,1,165,0,0,118,0
BerrBr00,Braxton Berrios,WR,NYJ,0,0,0,0,0,0,0,0,0.0,7,40,2,11,65,46,431,2,201,1,12,242,0
PerrBr02,Breshad Perriman,WR,TAM,0,0,0,0,0,0,0,0,0.0,1,-3,0,0,18,11,167,1,133,0,0,102,1
EdwaBr01,Bryan Edwards,WR,LVR,0,0,0,0,0,0,0,0,0.0,1,0,0,0,59,34,571,3,298,0,0,190,1
PrinBy00,Byron Pringle,WR,KAN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,60,42,568,5,321,1,0,187,4
BoarC.00,C.J. Board,WR,NYG,0,0,0,0,0,0,0,0,0.0,1,6,0,6,6,4,51,0,49,0,2,13,0
SaunCJ00,C.J. Saunders,WR,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,11,0,8,0,0,0,0
RidlCa00,Calvin Ridley,WR,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,52,31,281,2,90,0,0,91,3
SimsCa00,Cam Sims,WR,WAS,0,0,0,0,0,0,0,0,0.0,1,7,0,7,23,15,211,2,145,0,2,42,1
BatsCa00,Cameron Batson,WR,TEN,0,0,0,0,0,0,0,0,0.0,2,15,0,11,5,2,15,1,15,0,4,1,0
WilsCe01,Cedrick Wilson Jr.,WR,DAL,3,3,88,0,0,0,0,35,22.25625,2,11,0,6,61,45,602,6,346,0,1,254,3
LambCe00,CeeDee Lamb,WR,DAL,0,0,0,0,0,0,0,0,0.0,9,76,0,33,120,79,1102,6,439,0,14,441,8
ClayCh01,Chase Claypool,WR,PIT,0,0,0,0,0,0,0,0,0.0,14,96,0,25,105,59,860,2,414,0,17,283,5
RogeCh02,Chester Rogers,WR,TEN,0,0,0,0,0,0,0,0,0.0,1,9,0,9,43,30,301,1,173,1,4,103,2
ConlCh00,Chris Conley,WR,HOU,0,0,0,0,0,0,0,0,0.0,1,3,0,3,37,22,323,2,203,1,3,126,2
GodwCh00,Chris Godwin,WR,TAM,0,0,0,0,0,0,0,0,0.0,4,21,1,9,127,98,1103,5,335,2,8,586,5
HogaCh00,Chris Hogan,WR,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,4,41,1,35,0,0,21,0
MoorCh00,Chris Moore,WR,HOU,0,0,0,0,0,0,0,0,0.0,0,0,0,0,22,21,227,2,147,0,0,150,0
BlakCh00,Christian Blake,WR,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,9,4,25,0,19,0,0,2,1
KirkCh01,Christian Kirk,WR,ARI,1,1,33,0,0,0,0,33,6.982352941176471,1,11,0,11,103,77,982,5,430,0,2,228,6
HollCo00,Cody Hollister,WR,TEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,4,33,0,25,0,0,17,0
ThomCo04,Cody Thompson,WR,SEA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
WhitCo05,Cody White,WR,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,5,33,0,17,0,0,14,1
BeasCo00,Cole Beasley,WR,BUF,0,1,0,0,0,0,0,0,2.475,0,0,0,0,112,82,693,1,221,0,0,305,5
JohnCo01,Collin Johnson,WR,NYG,0,0,0,0,0,0,0,0,0.0,0,0,0,0,21,11,105,0,56,0,0,18,1
KuppCo00,Cooper Kupp,WR,LAR,0,1,0,0,0,0,0,0,2.3294117647058825,4,18,0,18,191,145,1947,16,635,0,5,846,8
DaviCo03,Corey Davis,WR,NYJ,0,0,0,0,0,0,0,0,0.0,0,0,0,0,59,34,492,4,200,1,0,124,5
SuttCo00,Courtland Sutton,WR,DEN,1,1,16,0,0,0,0,16,6.982352941176471,0,0,0,0,98,58,776,2,380,0,0,135,3
SamuCu00,Curtis Samuel,WR,WAS,0,0,0,0,0,0,0,0,0.0,4,11,0,8,9,6,27,0,18,0,4,40,0
GrayCy01,Cyril Grayson,WR,TAM,0,0,0,0,0,0,0,0,0.0,1,14,0,14,12,10,212,2,145,0,0,70,0
EskrDW00,D'Wayne Eskridge,WR,SEA,0,0,0,0,0,0,0,0,0.0,4,59,0,30,20,10,64,1,48,0,17,32,0
MontDJ01,D.J. Montgomery,WR,NYJ,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,3,36,0,14,0,0,15,0
MoorD.00,D.J. Moore,WR,CAR,0,0,0,0,0,0,0,0,0.0,8,48,0,14,163,93,1157,4,395,1,20,426,10
MetcDK00,D.K. Metcalf,WR,SEA,0,0,0,0,0,0,0,0,0.0,1,6,0,6,129,75,967,12,442,0,2,328,4
CharDJ00,DJ Chark,WR,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,22,7,154,2,85,0,0,24,1
ByrdDa00,Damiere Byrd,WR,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,38,26,329,1,180,1,0,116,2
ChisDa00,Dan Chisena,WR,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
AmenDa00,Danny Amendola,WR,HOU,0,1,0,0,0,0,0,0,4.95,0,0,0,0,38,24,248,3,117,0,0,105,1
PettDa00,Dante Pettis,WR,NYG,1,1,16,0,0,0,0,16,39.56666666666667,0,0,0,0,16,10,87,1,42,0,0,38,2
SlayDa01,Darius Slayton,WR,NYG,0,0,0,0,0,0,0,0,0.0,1,-13,0,0,58,26,339,2,190,1,0,65,6
MoonDa00,Darnell Mooney,WR,CHI,0,0,0,0,0,0,0,0,0.0,6,32,1,15,140,81,1055,4,432,0,3,381,9
FounDa00,Daurice Fountain,WR,KAN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
AdamDa01,Davante Adams,WR,GNB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,169,123,1553,11,514,0,0,592,3
MoorDa03,David Moore,WR,DEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0
SillDa01,David Sills,WR,NYG,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,2,17,0,17,0,0,2,1
DaviDa03,Davion Davis,WR,HOU,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,1,17,0,17,0,0,13,0
MilnDa00,Dax Milne,WR,WAS,0,0,0,0,0,0,0,0,0.0,1,1,0,1,14,9,83,0,73,1,0,34,0
NewsDa00,Dazz Newsome,WR,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,2,23,0,23,0,0,15,0
HarrDe09,De'Michael Harris,WR,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
CartDe02,DeAndre Carter,WR,WAS,0,0,0,0,0,0,0,0,0.0,10,89,0,27,44,24,296,3,158,0,9,78,2
HopkDe00,DeAndre Hopkins,WR,ARI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,64,42,572,8,255,0,0,140,1
JackDe00,DeSean Jackson,WR,LAR,0,0,0,0,0,0,0,0,0.0,1,4,0,4,34,20,454,2,334,1,0,175,1
ParkDe01,DeVante Parker,WR,MIA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,73,40,515,2,209,0,0,104,4
SmitDe07,DeVonta Smith,WR,PHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,104,64,916,5,416,1,0,220,2
WestDe00,Dede Westbrook,WR,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,15,10,68,0,50,0,0,17,0
SamuDe00,Deebo Samuel,WR,SFO,1,2,24,1,0,0,0,24,12.36875,59,365,8,49,121,77,1405,6,647,2,184,768,10
RobiDe01,Demarcus Robinson,WR,KAN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,41,25,264,3,186,0,0,62,1
MimsDe00,Denzel Mims,WR,NYJ,0,0,0,0,0,0,0,0,0.0,0,0,0,0,23,8,133,0,114,0,0,49,2
HarrDe07,Deonte Harris,WR,NOR,0,0,0,0,0,0,0,0,0.0,5,41,0,22,59,36,570,3,357,1,6,241,3
DuveDe00,Devin Duvernay,WR,BAL,0,0,0,0,0,0,0,0,0.0,7,50,0,19,47,33,272,2,167,0,11,141,0
SmitDe04,Devin Smith,WR,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
FitzDe00,Dez Fitzpatrick,WR,TEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,5,49,1,32,0,0,3,0
PatmDe00,Dezmon Patmon,WR,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,2,21,1,21,0,0,3,0
StonDi00,Dillon Stoner,WR,LVR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
JohnDi01,Diontae Johnson,WR,PIT,0,0,0,0,0,0,0,0,0.0,5,53,0,25,169,107,1161,8,455,2,18,527,5
SpenDi00,Diontae Spencer,WR,DEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,1,-3,0,-3,0,0,0,0
PeopDo00,Donovan Peoples-Jones,WR,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,58,34,597,3,345,1,0,146,3
BrowDy00,Dyami Brown,WR,WAS,0,0,0,0,0,0,0,0,0.0,1,-4,0,0,25,12,165,0,131,0,0,34,1
WinsEa00,Easop Winston,WR,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,5,0,5,0,0,9,0
MoorEl00,Elijah Moore,WR,NYJ,0,0,0,0,0,0,0,0,0.0,5,54,1,19,77,43,538,5,239,0,10,207,1
SandEm00,Emmanuel Sanders,WR,BUF,0,0,0,0,0,0,0,0,0.0,2,31,0,24,72,42,626,4,299,0,4,85,3
St.BEq00,Equanimeous St. Brown,WR,GNB,0,0,0,0,0,0,0,0,0.0,3,14,0,13,17,9,98,0,72,0,13,58,1
DarbFr00,Frank Darby,WR,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,1,14,0,14,0,0,11,1
SwaiFr00,Freddie Swain,WR,SEA,0,0,0,0,0,0,0,0,0.0,5,32,0,11,40,25,343,4,284,0,6,206,2
DaviGa01,Gabriel Davis,WR,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,63,35,549,6,309,0,0,140,5
AlliGe01,Geronimo Allison,WR,DET,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0
DortGr01,Greg Dortch,WR,ARI,0,0,0,0,0,0,0,0,0.0,1,24,0,24,3,3,15,0,14,0,1,31,0
WardGr02,Greg Ward,WR,PHI,1,2,2,0,0,0,0,2,7.425000000000001,0,0,0,0,11,7,95,3,78,0,0,16,2
OlszGu00,Gunner Olszewski,WR,NWE,0,0,0,0,0,0,0,0,0.0,1,9,0,9,3,2,31,0,31,0,3,14,0
RuggHe00,Henry Ruggs III,WR,LVR,0,0,0,0,0,0,0,0,0.0,3,16,0,7,36,24,469,2,259,0,1,109,2
RenfHu00,Hunter Renfrow,WR,LVR,0,0,0,0,0,0,0,0,0.0,3,3,0,5,128,103,1038,9,357,1,2,452,2
SmitIh00,Ihmir Smith-Marsette,WR,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,5,116,2,57,0,0,17,0
CoulIs00,Isaiah Coulter,WR,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
FordIs00,Isaiah Ford,WR,MIA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,17,12,161,2,105,0,0,60,0
HodgIs00,Isaiah Hodgins,WR,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
McKeIs00,Isaiah McKenzie,WR,BUF,0,0,0,0,0,0,0,0,0.0,9,47,1,10,26,20,178,1,80,0,15,81,3
ArceJJ00,JJ Arcega-Whiteside,WR,PHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,2,36,0,36,0,0,29,3
BradJa01,Ja'Marcus Bradley,WR,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,4,64,0,47,0,0,16,0
ChasJa00,Ja'Marr Chase,WR,CIN,0,0,0,0,0,0,0,0,0.0,7,21,0,10,128,81,1455,13,611,1,6,651,11
DardJa00,Jaelon Darden,WR,TAM,0,0,0,0,0,0,0,0,0.0,1,11,0,11,12,6,43,0,40,0,1,24,0
KumeJa00,Jake Kumerow,WR,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,2,28,0,28,0,0,7,1
GranJa00,Jakeem Grant,WR,MIA,0,0,0,0,0,0,0,0,0.0,5,33,0,13,17,11,132,2,92,2,14,103,2
MeyeJa01,Jakobi Meyers,WR,NWE,2,2,45,0,0,0,0,30,6.982352941176471,1,9,0,9,126,83,866,2,344,1,1,222,3
CampJa03,Jalen Camp,WR,HOU,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
GuytJa01,Jalen Guyton,WR,LAC,0,0,0,0,0,0,0,0,0.0,7,34,0,21,48,31,448,3,277,0,20,149,4
ReagJa00,Jalen Reagor,WR,PHI,0,0,0,0,0,0,0,0,0.0,10,32,0,12,57,33,299,2,184,0,9,151,4
AgneJa00,Jamal Agnew,WR,JAX,0,0,0,0,0,0,0,0,0.0,7,111,1,66,39,24,229,1,104,0,8,121,1
ProcJa00,James Proche,WR,BAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,20,16,202,0,97,0,0,55,0
WashJa00,James Washington,WR,PIT,0,0,0,0,0,0,0,0,0.0,2,13,0,12,44,24,285,2,170,0,3,79,2
CrowJa00,Jamison Crowder,WR,NYJ,0,0,0,0,0,1,3,0,0.0,0,0,0,0,71,51,447,2,190,1,0,176,2
LandJa00,Jarvis Landry,WR,CLE,0,0,0,0,0,1,1,0,0.0,6,40,2,16,87,52,570,2,230,2,11,273,2
MoorJa02,Jason Moore,WR,LAC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,3,56,0,24,0,0,26,0
JennJa00,Jauan Jennings,WR,SFO,0,0,0,0,0,0,0,0,0.0,0,0,0,0,38,24,282,5,159,0,0,103,5
MickJa01,Jaydon Mickens,WR,TAM,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,10,0,12,0,0,3,0
WaddJa00,Jaylen Waddle,WR,MIA,0,0,0,0,0,0,0,0,0.0,2,3,1,2,140,104,1015,6,370,1,1,439,8
CottJe00,Jeff Cotton,WR,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
SmitJe03,Jeff Smith,WR,NYJ,0,0,0,0,0,0,0,0,0.0,1,-1,0,0,17,8,113,0,87,0,0,15,1
JeudJe00,Jerry Jeudy,WR,DEN,0,0,0,0,0,0,0,0,0.0,2,3,0,3,56,38,467,0,216,0,3,187,1
FortJo01,Joe Fortson,WR,KAN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
BrowJo02,John Brown,WR,DEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0
HighJo00,John Hightower,WR,PHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
RossJo00,John Ross,WR,NYG,0,0,0,0,0,0,0,0,0.0,1,16,0,16,20,11,224,1,155,0,3,39,1
NatsJo00,Jojo Natson,WR,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
VeasJo00,Jordan Veasy,WR,HOU,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
GordJo02,Josh Gordon,WR,KAN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,14,5,32,1,31,0,0,5,2
HammJo00,Josh Hammond,WR,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
PalmJo00,Josh Palmer,WR,LAC,0,0,0,0,0,0,0,0,0.0,1,6,0,6,49,33,353,4,229,0,0,94,1
ReynJo00,Josh Reynolds,WR,TEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,49,29,396,2,174,0,0,119,1
SmitJu00,JuJu Smith-Schuster,WR,PIT,0,0,0,0,0,0,0,0,0.0,3,9,1,3,28,15,129,0,66,0,4,68,0
JoneJu02,Julio Jones,WR,TEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,48,31,434,1,209,0,0,112,1
JeffJu00,Justin Jefferson,WR,MIN,2,4,35,0,0,0,0,24,18.258823529411767,6,14,0,11,167,108,1616,10,534,1,9,482,7
JohnJu02,Juwan Johnson,WR,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,3,21,2,12,0,0,17,0
WinfJu00,Juwann Winfree,WR,GNB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13,8,58,0,36,1,0,31,1
HillKJ00,K.J. Hill,WR,LAC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,3,30,0,19,0,0,12,0
OsboKJ00,K.J. Osborn,WR,MIN,0,0,0,0,0,0,0,0,0.0,1,10,0,10,82,50,655,7,382,0,2,179,2
HamlKJ00,KJ Hamler,WR,DEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,10,5,74,0,55,0,0,16,1
ToneKa00,Kadarius Toney,WR,NYG,1,3,19,0,0,1,6,19,19.79,3,6,0,7,57,39,420,0,125,0,1,228,2
RaymKa00,Kalif Raymond,WR,DET,0,0,0,0,0,0,0,0,0.0,4,28,0,13,71,48,576,4,287,0,7,262,3
ColeKe00,Keelan Cole,WR,NYJ,0,1,0,0,0,0,0,0,2.64,0,0,0,0,51,28,449,1,282,0,0,85,1
AlleKe00,Keenan Allen,WR,LAC,0,1,0,0,0,0,0,0,2.475,0,0,0,0,157,106,1138,6,364,0,0,337,8
KirkKe00,Keith Kirkwood,WR,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,3,17,0,7,0,0,17,1
CoutKe00,Keke Coutee,WR,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,5,0,5,0,0,0,0
HintKe00,Kendall Hinton,WR,DEN,1,1,1,0,0,0,0,1,4.95,0,0,0,0,23,15,175,1,136,0,0,57,1
BourKe00,Kendrick Bourne,WR,NWE,1,1,25,1,0,0,0,25,9.311764705882354,12,125,0,18,70,55,800,5,451,1,39,385,2
GollKe00,Kenny Golladay,WR,NYG,0,0,0,0,0,0,0,0,0.0,0,0,0,0,76,37,521,0,210,0,0,119,1
StilKe00,Kenny Stills,WR,NOR,0,0,0,0,0,0,0,0,0.0,1,1,0,1,23,6,68,1,54,0,0,10,1
WhitKe00,Kevin White,WR,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,1,38,0,38,0,0,9,1
HodgKh00,KhaDarel Hodge,WR,DET,0,0,0,0,0,0,0,0,0.0,0,0,0,0,27,13,157,0,121,0,0,37,2
MerrKi00,Kirk Merritt,WR,MIA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,1,13,0,13,0,0,6,1
WilkKr00,Kristian Wilkerson,WR,NWE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,4,42,2,20,0,0,5,1
AkerLa00,Landen Akers,WR,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
TreaLa00,Laquon Treadwell,WR,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,51,33,434,1,213,0,0,126,3
ShenLa00,Laviska Shenault Jr.,WR,JAX,0,0,0,0,0,0,0,0,0.0,11,41,0,11,100,63,619,0,294,1,17,389,8
CageLa01,Lawrence Cager,WR,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
HumpLi01,Lil'Jordan Humphrey,WR,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,18,13,249,2,180,0,0,101,0
HollMa00,Mack Hollins,WR,MIA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,28,14,223,4,159,0,0,37,1
TaylMa01,Malik Taylor,WR,GNB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,14,0,7,0,0,8,0
TurnMa00,Malik Turner,WR,DAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,16,12,149,3,106,0,0,74,1
JohnMa07,Marcus Johnson,WR,TEN,0,0,0,0,0,0,0,0,0.0,2,-2,0,5,19,9,160,0,80,0,4,95,0
KempMa00,Marcus Kemp,WR,KAN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,2,24,0,24,0,0,8,1
CallMa01,Marquez Callaway,WR,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,84,46,698,6,374,0,0,144,4
StevMa00,Marquez Stevenson,WR,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
ValdMa00,Marquez Valdes-Scantling,WR,GNB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,55,26,430,3,259,0,0,146,0
BrowMa04,Marquise Brown,WR,BAL,0,0,0,0,0,0,0,0,0.0,1,5,0,5,146,91,1008,6,383,1,3,388,7
GoodMa00,Marquise Goodwin,WR,CHI,0,0,0,0,0,0,0,0,0.0,2,-1,0,1,40,20,313,1,205,0,1,83,2
HallMa02,Marvin Hall,WR,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,10,0,10,0,0,5,0
JoneMa02,Marvin Jones,WR,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,120,73,832,4,344,0,0,132,2
KinsMa00,Mason Kinsey,WR,TEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
SlatMa00,Matthew Slater,WR,NWE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
FfreMa00,Maurice Ffrench,WR,LAC,0,0,0,0,0,0,0,0,0.0,1,3,0,3,0,0,0,0,0,0,0,0,0
HardMe00,Mecole Hardman,WR,KAN,0,0,0,0,0,0,0,0,0.0,8,46,0,24,83,59,693,2,381,2,7,502,2
BandMi00,Michael Bandy,WR,LAC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
GallMi00,Michael Gallup,WR,DAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,62,35,445,2,213,0,0,123,3
PittMi01,Michael Pittman Jr.,WR,IND,0,0,0,0,0,0,0,0,0.0,5,44,0,25,129,88,1082,6,413,0,5,348,6
EvanMi00,Mike Evans,WR,TAM,0,0,0,0,0,0,0,0,0.0,1,10,0,10,114,74,1035,14,439,0,2,259,2
StraMi03,Mike Strachan,WR,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,26,0,16,0,0,0,0
ThomMi04,Mike Thomas,WR,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,11,5,52,0,52,0,0,13,0
WillMi07,Mike Williams,WR,LAC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,129,76,1146,9,530,0,0,415,6
BoykMi00,Miles Boykin,WR,BAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,6,0,6,0,0,0,0
SanuMo00,Mohamed Sanu,WR,SFO,0,0,0,0,0,0,0,0,0.0,0,0,0,0,24,15,177,0,90,0,0,44,1
MitcMy00,Myron Mitchell,WR,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
HarrNK00,N'Keal Harry,WR,NWE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,22,12,184,0,150,0,0,25,1
AghoNe00,Nelson Agholor,WR,NWE,0,0,0,0,0,0,0,0,0.0,3,11,0,6,64,37,473,3,268,0,5,118,1
WestNi00,Nick Westbrook-Ikhine,WR,TEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,57,38,476,4,258,1,0,144,2
